19,"",Valladolid,Blanch
22,"",La Rioja,Alcázar
38,"",Girona,Carbajo
45,"","",Díaz
50,"",Albacete,Garmendia
55,"",Burgos,Barranco
72,"",Palencia,Bolaños
80,"",Salamanca,#e8c894
100,"",León,Cruz
108,"",Málaga,#b7a7e8
111,"",Pontevedra,Fuente
120,"",Cuenca,""
128,"",Las Palmas,Trillo
133,"",Alicante,Daza
146,"",Albacete,""
161,"",Málaga,""
163,"",Alicante,""
168,"","",Román
177,"",Zamora,Palacios
180,"",Álava,Mena
194,"",Asturias,Briones
195,"",Jaén,Niño
203,"",Melilla,Carrión
204,"",Murcia,Armas
212,"",Guadalajara,""
218,"","",""
224,"",Guadalajara,Almansa
226,"",Albacete,""
227,"",Zaragoza,Atienza
228,"",Almería,Lorenzo
230,"",Cuenca,Jurado
232,"",Melilla,Quero
237,"",#4d16ad,#ffccc9
238,"",Segovia,Córdoba
241,"","",Carpio
243,"",Valencia,Montoya
255,"",Sevilla,Agustín
256,"",#81f27b,Landa
258,"",Castellón,Somoza
262,"",Melilla,Verdú
266,"",Asturias,Cepeda
269,"",Soria,Sáez
275,"",Vizcaya,Torres
283,"","",Jara
284,"",Huelva,Pinto
287,"",Teruel,Sobrino
291,"",Murcia,Poza
303,"",Teruel,Bolaños
307,"",Zaragoza,Anglada
308,"",Madrid,""
310,"","",Guardia
316,"",Jaén,Burgos
321,"",Castellón,Martorell
328,"",Jaén,Calleja
333,"",Huelva,Arcos
341,"","",Lluch
351,"",Alicante,Cabrera
352,"",Zamora,Castejón
369,"",#6cddb0,""
375,"",Valencia,Piquer
377,"",#f458cb,Guillen
398,"",Baleares,Villar
410,"",Lugo,Bru
413,"",Ávila,Contreras
446,"",Pontevedra,Hernando
460,"",Murcia,""
464,"",Jaén,Parra
466,"",Huelva,Riquelme
468,"","",Montenegro
472,"","",Falcón
491,"",Murcia,Montoya
499,"",Huelva,Bosch
519,"",Albacete,Almagro
524,"",Álava,Aparicio
533,"",Las Palmas,Batalla
547,"",Lleida,Alfonso
550,"","",Villanueva
564,"",#f4b2c2,Llabrés
567,"",Asturias,Naranjo
571,"",#dd6e76,""
585,"",Ceuta,Roda
592,"",Vizcaya,Nuñez
623,"",Cáceres,Rios
633,"","",Maza
636,"",Cádiz,Lucena
637,"",La Coruña,Pedrero
650,"",Lugo,Losada
651,"",Toledo,Romero
662,"","",#058905
665,"",Lleida,Albero
671,"",Soria,Bustamante
679,"",Teruel,Parejo
681,"",Madrid,#d9f237
683,"","",Feijoo
691,"",Navarra,Cepeda
693,"",Soria,Boix
697,"",Jaén,#ce77d8
701,"",Cádiz,Torrens
705,"",Ávila,Dueñas
707,"",Girona,Roig
714,"",Zaragoza,Godoy
725,"","",Jove
726,"",Valladolid,Galván
731,"",Córdoba,Herrero
735,"","",Bonet
739,"",Castellón,Feijoo
745,"",Guipúzcoa,#d310ac
757,"",Ciudad,Salgado
758,"",Guipúzcoa,Jara
769,"",Murcia,Tamarit
771,"",#f4737d,Carnero
773,"",Huesca,#ffed51
774,"",Asturias,Montserrat
783,"",Soria,Cózar
784,"",Ourense,Guillen
785,"","",""
804,"",Málaga,Roman
806,"","",Esteban
812,"","",Coloma
815,"",Madrid,Julián
816,"",Vizcaya,Valle
819,"",Guipúzcoa,""
820,"",Vizcaya,Pla
821,"",Cádiz,Garrido
825,"",La Rioja,Anguita
835,"",Tarragona,Mendizábal
861,"",Guadalajara,Escalona
862,"",Ourense,Llanos
873,"",La Coruña,""
880,"","",Cortina
891,"",Jaén,Abril
894,"",Alicante,Cortina
900,"",Tarragona,Tello
904,"","",Alonso
906,"",Castellón,Tejedor
912,"",Tarragona,Cañas
926,"",Cádiz,""
932,"",Huesca,Reig
938,"",Santa Cruz de Tenerife,Escribano
941,"",Alicante,Puerta
942,"",Navarra,Montenegro
945,"",Ceuta,Tapia
955,"",Guipúzcoa,Patiño
966,"",La Rioja,Gonzalo
968,"",Burgos,Moreno
969,"",León,Zorrilla
972,"",Málaga,""
980,"",Huesca,Gual
981,"",Burgos,#0b7f58
984,"",Baleares,Planas
986,"",Navarra,Teruel
994,"",Palencia,Pons
999,"","",#cc872c
286,#00c4bd,Álava,Barrio
605,#1187c6,Las Palmas,Fuertes
43,#141ead,Segovia,""
580,#26ef1f,Valencia,Berrocal
455,#319307,Santa Cruz de Tenerife,Armas
875,#3fdb6b,Barcelona,""
964,#5686d3,Soria,Cid
596,#5834a8,"",Palmer
743,#58d14f,Las Palmas,Vazquez
566,#59eac6,Lugo,Monreal
591,#5ebf3b,Huelva,Millán
395,#65d89f,Segovia,Corbacho
206,#6abf15,Cuenca,Puga
390,#747f00,Murcia,#0aada5
15,#7787ce,Almería,Casanova
299,#7ef788,Cáceres,Díez
973,#80c62f,"",Hidalgo
686,#8af260,#4eabd3,Lorenzo
715,#8bf9b9,Melilla,Olmo
575,#8cc7ff,"",Páez
943,#9cd4ed,Córdoba,Belmonte
927,#a1a7e2,Cuenca,Gimenez
470,#a4f9cb,Melilla,Ripoll
358,#b6ed7b,Lugo,Ureña
709,#b6f74f,Valladolid,Espinosa
645,#b8fca1,"",Vendrell
565,#bf1d15,Valladolid,Galan
556,#c0dcf9,Alicante,Robles
338,#c39dea,Huesca,Donoso
24,#c8ffb2,Córdoba,Daza
387,#d308d3,Vizcaya,Canals
734,#d3f49a,Ciudad,Antón
137,#d4e57e,Girona,Coll
20,#d779f7,Guadalajara,""
710,#d8b04b,Navarra,#fce262
496,#db7d55,León,Heredia
370,#db9151,Pontevedra,Cabrera
93,#e074b8,Badajoz,Villena
7,#e2b75f,Castellón,Solana
759,#e64cf7,"",Vendrell
798,#ea0e83,Salamanca,Huertas
162,#ec75f4,Almería,Benet
425,#ef1f37,Lleida,Feijoo
799,#f2ef63,Burgos,Alfonso
793,#f7d322,Castellón,Figueras
500,#f9cb54,"",Batlle
12,#f9ccff,Girona,""
254,#fc8ac7,León,Bernat
268,#fce9b0,Álava,Cortés
676,Abascal,Huelva,""
882,Abril,Córdoba,Huerta
319,Acedo,Palencia,Benet
374,Acedo,Lugo,Ochoa
629,Acero,Toledo,""
382,Acevedo,"",Figueroa
838,Acosta,"",Chacón
325,Acuña,Barcelona,Valbuena
335,Adadia,"",""
288,Adán,"",Zamora
48,Aguilera,Ourense,Narváez
156,Aguiló,La Rioja,Varela
452,Aguiló,Palencia,Dalmau
802,Aguiló,Almería,""
807,Alarcón,Álava,Ribas
39,Alcalde,Melilla,""
366,Alcalde,Tarragona,Nebot
703,Alcalde,Badajoz,""
916,Alcaraz,Ceuta,Godoy
562,Alcolea,Toledo,""
864,Alcolea,Madrid,""
78,Alcántara,Murcia,Navas
124,Alegre,Valencia,""
682,Alegria,#ea3fa6,Torrijos
26,Almansa,Málaga,Arregui
320,Almeida,Cantabria,Alvarez
944,Almeida,Lugo,Recio
831,Alonso,Salamanca,""
992,Alsina,Zaragoza,Vicente
158,Alvarado,Las Palmas,Rey
708,Alvarez,Ourense,Ochoa
259,Amat,"",#2d9607
490,Amat,Cuenca,Nuñez
625,Amat,Las Palmas,Giralt
380,Amaya,Melilla,Domínguez
489,Amaya,Teruel,Galindo
182,Amigó,Las Palmas,Marquez
186,Amo,"",Márquez
544,Amor,#469ca3,Mayol
189,Amores,"",Leal
239,Amores,Guipúzcoa,Domingo
453,Amorós,"",Blasco
311,Anaya,"",Bayón
95,Andrade,Guipúzcoa,""
70,Andres,Ourense,Perez
781,Anglada,Ceuta,""
14,Antúnez,"",Juliá
64,Antúnez,Lugo,Carmona
125,Aragonés,Ceuta,Bauzà
548,Aragonés,Ciudad,Manzano
317,Arana,Toledo,Llorente
746,Aranda,"",Arévalo
276,Arce,Lleida,Montero
634,Arce,La Coruña,Cueto
467,Arco,Melilla,""
219,Arcos,Huesca,Cortina
978,Arcos,La Coruña,Rueda
331,Arias,Ourense,""
493,Ariza,Ávila,Manso
717,Arjona,Segovia,Castilla
760,Armengol,#f7d39e,Casals
166,Arnaiz,Zaragoza,Guitart
502,Arnaiz,Albacete,Pinedo
985,Arnaiz,Vizcaya,""
641,Arnal,La Rioja,Matas
36,Arranz,Huelva,Quiroga
324,Arranz,"",Castejón
549,Arregui,León,Escobar
867,Arrieta,La Rioja,Pol
461,Arroyo,La Coruña,Pavón
326,Artigas,Tarragona,Hervia
859,Artigas,"",""
976,Asensio,Zamora,Valcárcel
540,Atienza,Ceuta,Giner
877,Ayala,Barcelona,Clavero
905,Ayala,Zamora,Perea
458,Ayllón,Huesca,""
535,Ayuso,Guipúzcoa,Pizarro
99,Aznar,Vizcaya,Borrás
839,Azorin,Madrid,Girona
130,Baena,Navarra,Azorin
737,Ballesteros,Ciudad,Moraleda
157,Barba,Murcia,Atienza
935,Barbero,Lleida,Navarro
365,Barragán,"",Figuerola
557,Barragán,Guadalajara,""
323,Barral,"",Sánchez
67,Barranco,Alicante,Solís
660,Barrena,Murcia,Sanchez
899,Barrera,Soria,Mariño
706,Barriga,La Rioja,""
826,Barrio,León,Barceló
244,Barros,Jaén,Roig
2,Baró,León,Naranjo
823,Baró,Palencia,Bastida
386,Barón,"",Solé
486,Bas,Jaén,""
174,Bastida,Las Palmas,""
201,Batalla,Valencia,""
444,Batlle,"",Somoza
121,Bautista,Palencia,""
344,Bauzà,Segovia,Morata
581,Bayo,León,Casals
393,Baños,"",Diez
828,Bejarano,Palencia,Andreu
543,Bello,Álava,""
448,Belmonte,Baleares,Cabeza
414,Beltran,Alicante,Contreras
34,Beltrán,Soria,Morera
309,Beltrán,Jaén,Riera
832,Beltrán,Cantabria,Roldán
789,Benavent,Vizcaya,""
422,Benavides,"",#d744fc
132,Benet,Murcia,Gibert
607,Benet,Guipúzcoa,Batalla
772,Benito,La Coruña,""
213,Benítez,"",Sola
292,Benítez,"",Bayona
687,Berenguer,#492ec1,Ródenas
881,Berenguer,Palencia,Casado
664,Bermejo,Granada,Suarez
214,Bermúdez,Jaén,Cabañas
896,Bernad,Tarragona,Avilés
426,Bernat,"",Echeverría
670,Berrocal,Valencia,Arce
172,Blanca,"",Alberola
368,Blanco,Valladolid,Costa
841,Blanco,Girona,Sánchez
336,Blanes,Albacete,Contreras
569,Blazquez,#f6a6fc,""
766,Blazquez,Valencia,Huerta
961,Botella,Cantabria,""
584,Bou,Huesca,Milla
587,Bru,Albacete,""
874,Bru,La Coruña,Calzada
541,Buendía,Granada,Osuna
923,Buendía,Barcelona,Peral
663,Bueno,Salamanca,Gallardo
361,Bustamante,Alicante,Herrero
808,Bustos,Ciudad,Chamorro
953,Caballero,Tarragona,Samper
409,Cabañas,Guipúzcoa,Elías
61,Cabello,Salamanca,""
583,Cabo,"",#4fffd0
265,Cabrera,Santa Cruz de Tenerife,Rojas
18,Cabrero,Zaragoza,Diego
383,Cabrero,Teruel,Martín
280,Cadenas,Almería,Cánovas
447,Cal,Segovia,Roca
495,Calderon,La Rioja,""
947,Calderon,Huesca,Méndez
552,Calderón,Sevilla,Revilla
768,Calleja,Ciudad,Baró
879,Calvet,Huesca,Peñalver
90,Camacho,Cádiz,Aguilar
360,Camacho,"",Marqués
3,Camino,#6bffeb,Gabaldón
54,Camino,Cáceres,Izaguirre
511,Camino,Valencia,Ballester
86,Campoy,Tarragona,""
178,Camps,Ciudad,Vaquero
621,Camps,Cuenca,Dávila
281,Canales,#9df2e6,Valero
598,Canales,Jaén,Carmona
909,Canales,Segovia,Lopez
44,Canet,#bedbf7,""
919,Canet,Cádiz,Jódar
626,Cantón,Navarra,Grau
762,Carbajo,Toledo,Cánovas
792,Carbajo,"",#bffffd
975,Carbajo,Córdoba,Bartolomé
718,Carbonell,Zaragoza,Mendez
389,Carbó,Guipúzcoa,Mariño
723,Carbó,Murcia,Puga
846,Carbó,Ceuta,Mayoral
190,Carlos,Toledo,""
300,Carlos,Cantabria,Suarez
314,Carlos,Girona,Salmerón
523,Carlos,Navarra,Cerro
42,Carnero,Ourense,""
371,Carpio,Cádiz,""
929,Carranza,#cc49dd,Marcos
517,Carrasco,Córdoba,Olmo
658,Carrasco,Huelva,""
754,Carreras,Palencia,Landa
837,Carreras,Málaga,""
993,Carrillo,"",""
62,Carrión,Tarragona,Rojas
315,Carrión,Barcelona,Agullo
478,Casas,Albacete,Plaza
536,Castañeda,León,Sedano
748,Castañeda,Palencia,""
520,Castell,Ciudad,Fuentes
712,Castilla,Santa Cruz de Tenerife,""
116,Castillo,Sevilla,""
673,Castillo,"",Palomares
840,Castillo,Asturias,Soler
144,Castrillo,Murcia,Hervás
113,Catalán,Baleares,Guzman
477,Catalán,Huelva,Almansa
997,Cazorla,Las Palmas,Perera
267,Cañas,"",""
400,Cañas,Murcia,#dd8dcc
405,Cañellas,Toledo,""
551,Cañizares,"",""
193,Cerdá,Las Palmas,Aznar
546,Cerdá,#dd63db,Fuente
898,Cerdá,Badajoz,Coello
223,Cerdán,Cantabria,#e59d89
330,Cerro,Navarra,#e07488
979,Cerro,Badajoz,Paz
611,Cervantes,Lleida,Aramburu
844,Chacón,Segovia,Báez
388,Chaves,Zamora,Bermúdez
933,Chaves,Málaga,Mosquera
17,Checa,Salamanca,Camacho
155,Checa,Cádiz,Vazquez
220,Checa,Valencia,Molins
890,Checa,Pontevedra,Almansa
298,Chico,Ourense,#8df966
402,Chico,Burgos,Suárez
545,Cifuentes,Pontevedra,""
481,Cisneros,Toledo,""
397,Clavero,Navarra,Mateos
129,Clemente,Las Palmas,Zabaleta
302,Clemente,"",Soria
245,Cobo,Melilla,Chico
353,Coello,Sevilla,Plaza
179,Coll,"",Bas
450,Coll,Barcelona,""
764,Coll,"",Ricart
364,Coloma,Lugo,Plaza
962,Colomer,Murcia,Bertrán
81,Comas,Cádiz,Pera
843,Comas,Sevilla,López
200,Company,Huelva,Peral
727,Conde,Almería,Bárcena
931,Contreras,Zaragoza,Andres
695,Cordero,"",Perales
136,Cornejo,Segovia,Castells
445,Cornejo,Ciudad,""
830,Cornejo,Melilla,""
674,Corominas,Tarragona,""
937,Correa,"",""
983,Correa,#73ddb1,Laguna
271,Cortes,Girona,Vicente
950,Cortes,Cantabria,Vives
753,Cruz,Sevilla,Saavedra
827,Cruz,Cádiz,Sabater
183,Cuéllar,La Coruña,Melero
332,Cáceres,La Coruña,Duarte
573,Cánovas,Huesca,Iñiguez
134,Céspedes,Almería,Canals
357,Céspedes,Guadalajara,Rocamora
359,Céspedes,Ávila,Murillo
577,Céspedes,Zaragoza,Silva
628,Céspedes,Baleares,Garay
145,Córdoba,Lleida,Anguita
123,Dalmau,Teruel,Pintor
770,Diaz,Burgos,Ropero
995,Diaz,"",Catalán
27,Diéguez,Pontevedra,Alcolea
16,Dominguez,Alicante,Tormo
666,Dominguez,"",""
669,Dominguez,Alicante,Gámez
434,Domínguez,Álava,Viña
432,Donoso,Cantabria,Navarro
653,Donoso,Sevilla,#44db0d
65,Duarte,Asturias,Arteaga
348,Duque,"",Aller
415,Durán,Pontevedra,Nicolás
534,Durán,Burgos,Giner
539,Durán,Cáceres,Calderón
624,Egea,Girona,Salvador
640,Elías,Ávila,""
229,Escalona,"",""
104,Escamilla,Málaga,Arnal
342,Escamilla,Murcia,Galván
515,Escobar,Málaga,Ariño
742,Escolano,Granada,Pacheco
930,Escolano,"",Maldonado
345,Escrivá,"",Garmendia
842,Espada,Almería,Godoy
290,Esparza,Badajoz,Bosch
719,España,Salamanca,Casas
822,Espinosa,"",Andrade
776,Esteban,Melilla,Luna
542,Esteve,"",#fcc2eb
638,Estevez,Baleares,Ibañez
46,Expósito,León,#b317d6
956,Expósito,"",Belmonte
871,Fabra,Jaén,Burgos
199,Fabregat,Ourense,Noriega
297,Fabregat,Ávila,Salmerón
755,Fajardo,Salamanca,Sanchez
876,Feliu,Cantabria,Codina
187,Fernández,Albacete,Lago
246,Fernández,Toledo,#085cd1
684,Fernández,Madrid,Borja
836,Fernández,Pontevedra,Corral
869,Fernández,Alicante,""
767,Ferrando,Huelva,Ramos
196,Ferrera,Girona,""
811,Ferrán,"",Cortes
494,Ferrández,Burgos,Novoa
164,Ferrándiz,Guadalajara,Ojeda
601,Figueroa,La Coruña,Riba
270,Figuerola,"",Guardiola
411,Fiol,Toledo,""
337,Flor,"",Vega
613,Flor,Ourense,Donoso
210,Folch,Ávila,Valera
139,Fonseca,Lugo,Torres
216,Fonseca,Soria,Mur
508,Fonseca,"",Simó
689,Fonseca,Toledo,Moraleda
690,Fonseca,Las Palmas,Figueras
505,Fortuny,Albacete,Torrijos
98,Franco,Granada,Blanch
289,Frutos,Almería,""
479,Frutos,Ciudad,Girona
529,Fuente,#f28ab5,Calzada
251,Galan,"",Zaragoza
363,Galván,Pontevedra,Torrens
685,Galván,Almería,Soler
847,Galán,"",Pintor
852,Garcia,León,#5ce88f
971,García,Soria,Olivé
586,Gargallo,Pontevedra,Riba
198,Garmendia,Barcelona,Priego
614,Garrido,Alicante,Galán
903,Garrido,Cantabria,Nuñez
277,Garriga,Soria,Alcázar
790,Gaya,Soria,Larrañaga
440,Gelabert,"",Navarro
574,Gibert,Córdoba,Olmo
154,Gilabert,Castellón,Peña
570,Gimenez,#db87cd,Arco
13,Gimeno,Castellón,Sainz
185,Giménez,Toledo,Miguel
294,Girona,Lleida,#a319d1
620,Girón,"",Uriarte
692,Gisbert,Ávila,Amor
459,Godoy,Ciudad,Quesada
702,Godoy,Lleida,Guardia
918,Goicoechea,La Rioja,#c4ffb2
150,Gomila,"",Falcó
